Statement,Label,subject
"Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.",TRUE,"candidates-biography,women,workers"
"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",TRUE,"crime,criminal-justice,women"
Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,TRUE,"crime,homeland-security,legal-issues,terrorism,abc-news-week"
On legalizing illegal immigrants.,TRUE,immigration
Nearly half of all pregnancies in the U.S. are unintended.,TRUE,"abortion,census,children,families,health-care,public-health,women"
"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",TRUE,energy
"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",TRUE,housing
"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.",TRUE,"economy,federal-budget"
The top 1 percent pay over half of the entire revenue for this country.,FALSE,taxes
The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,FALSE,"state-budget,state-finances,taxes"
Chris Christie has not increased the taxes on anyone.,TRUE,taxes
The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,FALSE,"agriculture,immigration,workers"
Says he never said he would keep education funding the same.,FALSE,"education,state-budget"
"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",TRUE,education
"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",TRUE,medicare
"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",TRUE,education
(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,FALSE,israel
Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,FALSE,"energy,message-machine-2012,taxes"
Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,FALSE,"energy,taxes,voting-record"
"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.",TRUE,"crime,criminal-justice,drugs,government-regulation,guns,public-safety"
Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,TRUE,"health-care,history"
"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.",FALSE,"jobs,legal-issues,women"
"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.",FALSE,"economy,federal-budget,jobs,transportation"
What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,FALSE,"animals,congress,history,polls"
I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,TRUE,economy
"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.",TRUE,"job-accomplishments,jobs"
The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,FALSE,"economy,health-care"
"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.",FALSE,"economy,health-care"
"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",FALSE,legal-issues
Texas this fiscal year will have more money in reserve than the other 49 states combined.,FALSE,"state-budget,state-finances,states"
On using the Strategic Petroleum Reserve.,FALSE,energy
Immigrants are more fertile.,TRUE,immigration
"The proposed education changes ""will not cut one teacher's pay.""",TRUE,education
The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,FALSE,"health-care,states"
Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,TRUE,"civil-rights,crime,guns"
Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,FALSE,"abortion,children,families,health-care,women"
We spend less on defense today as % of GDP than at any time since Pearl Harbor.,FALSE,federal-budget
If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,TRUE,taxes
"Says Scott Walker wants to ban common forms of birth control, including the pill.",TRUE,"abortion,message-machine"
Jason Kander supports [Obamas] plan to bring the remaining suspected terrorists to U.S. soil.,FALSE,terrorism
"Shelby County donated Im sorry, gave 44 schools to the city of Memphis.",TRUE,"education,infrastructure"
"Top U.S. intelligence officials have toldevery member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.",TRUE,"iraq,terrorism"
Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,TRUE,housing
"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",TRUE,candidates-biography
Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,FALSE,"message-machine,social-security"
The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.,FALSE,"health-care,pundits"
There are mechanisms in place to shut down the Internet privately.,TRUE,infrastructure
The American people support defunding Obamacare and oppose shutting down the government.,FALSE,health-care
Report that #GOP insisting on changes to Social Security as part of #fiscalcliff false. BTW those changes are supported by @barackobama.,TRUE,"federal-budget,social-security"
"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.",TRUE,"candidates-biography,pundits"
The people of Rhode Island dont want same-sex marriage.,FALSE,"civil-rights,gays-and-lesbians,marriage,polls"
"Rep. Paul Ryans Medicare plan lines the pockets of the private insurance companies, increases costs for seniors and does not reduce the deficit.",TRUE,"deficit,federal-budget,medicare,taxes"
This year in Congress (Connie Mack IV) has missed almost half of his votes.,FALSE,candidates-biography
"1/3 of our kids drop out (of high school), cannot go to college or start a career.",FALSE,"corrections-and-updates,education"
Not even old Gen. Eisenhower saluted military personnel as president.,FALSE,"history,military"
"If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts.",TRUE,"labor,pundits,state-budget,abc-news-week"
"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.",FALSE,"guns,terrorism"
74 percent of Republicans support the Affordable Care Act.,FALSE,"health-care,polls"
"For every $1 spent on afterschool programs, we can save over $5, almost $6, in crime costs down the line.",TRUE,"crime,economy,education,poverty"
"The federal government has $3 trillion in cash flow, so we can pay our bills and wont default.",TRUE,"debt,federal-budget"
